%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1455190235027320200,771542,1455190235027320200,world,0.0582232698798,1.16318714619,1.01739394665,-0.0242764651775,-0.0012246533297,-0.000258456071606,0.999704539776
1455190235035477616,771543,1455190235035477616,world,0.0582089275122,1.1632322073,1.01741671562,-0.0239196717739,-0.00140620674938,-0.000193855768885,0.999712944031
1455190235043813883,771544,1455190235043813883,world,0.058192923665,1.16321587563,1.0174113512,-0.0241244193166,-0.00152610940859,-0.000156741283718,0.999707877636
1455190235052407329,771545,1455190235052407329,world,0.0582094304264,1.16321361065,1.01740992069,-0.0239748768508,-0.00129323068541,-0.0003432702797,0.999711692333
1455190235060697696,771546,1455190235060697696,world,0.0581594407558,1.16315889359,1.01742839813,-0.024149985984,-0.0014604118187,-0.000481283350382,0.99970716238
1455190235068838867,771547,1455190235068838867,world,0.058186724782,1.16318714619,1.01748728752,-0.0243651475757,-0.00117926311214,-0.00023556141241,0.999702513218
1455190235077356340,771548,1455190235077356340,world,0.0581796690822,1.16316640377,1.01748859882,-0.023769704625,-0.0012703591492,0.000106627419882,0.999716699123
1455190235085837394,771549,1455190235085837394,world,0.0581790246069,1.16312670708,1.01744031906,-0.0239966195077,-0.00142965477426,-5.56745799258e-05,0.999711036682
1455190235093984717,771550,1455190235093984717,world,0.0582419373095,1.16319608688,1.01742315292,-0.0244594980031,-0.00120810524095,-0.000234406252275,0.999700129032
1455190235102341737,771551,1455190235102341737,world,0.0582138076425,1.16318106651,1.01739966869,-0.0242111776024,-0.00156172050629,-0.000168291953742,0.999705672264
1455190235110598163,771552,1455190235110598163,world,0.0582280382514,1.1632515192,1.01739394665,-0.0236856564879,-0.00128273444716,-0.000222615562961,0.999718606472
1455190235119210206,771553,1455190235119210206,world,0.0582221820951,1.16318333149,1.0173573494,-0.0240697562695,-0.00131863052957,-0.000182694377145,0.999709486961
1455190235127407171,771554,1455190235127407171,world,0.0582326874137,1.16322588921,1.01739227772,-0.0237847100943,-0.00121496582869,-0.000185673387023,0.999716460705
1455190235135469107,771555,1455190235135469107,world,0.0581951141357,1.16317796707,1.01740598679,-0.0242367498577,-0.00131157168653,-0.000223738330533,0.999705433846
1455190235143804836,771556,1455190235143804836,world,0.058206088841,1.16313445568,1.01743781567,-0.0240470264107,-0.00131143885665,-0.000199816131499,0.999710023403
1455190235152451859,771557,1455190235152451859,world,0.0581959299743,1.16317081451,1.01744747162,-0.0242575462908,-0.00127565138973,-0.000275371683529,0.999704957008
1455190235160699046,771558,1455190235160699046,world,0.0582147091627,1.16315889359,1.01745951176,-0.0242268182337,-0.0013921125792,-0.000248937314609,0.999705553055
1455190235168828660,771559,1455190235168828660,world,0.0581738427281,1.16322922707,1.01746356487,-0.0237109195441,-0.00172968290281,8.87428177521e-05,0.999717414379
1455190235176994666,771560,1455190235176994666,world,0.0581517927349,1.16314542294,1.01747059822,-0.0235626306385,-0.00129000691231,-0.000220931469812,0.999721586704
1455190235185637660,771561,1455190235185637660,world,0.0582048371434,1.16318702698,1.01742088795,-0.0236024074256,-0.00106088723987,-9.98788382276e-05,0.999720931053
1455190235193848053,771562,1455190235193848053,world,0.0582249723375,1.16325283051,1.01740098,-0.0239588599652,-0.00143477751408,-0.00027411559131,0.999711930752
1455190235202228889,771563,1455190235202228889,world,0.0582011155784,1.16317975521,1.01737058163,-0.0238291509449,-0.00129830185324,-3.63077924703e-05,0.999715268612
